query_gene_id	subject_gene_id	percent_identity	alignment_length	forward_bitscore	forward_evalue
BW25113_RS11250	b2155	100.000	1989	3674.00	0.00e+00
BW25113_RS11255	b2156	100.000	1467	2710.00	0.00e+00
BW25113_RS11260	b2157	100.000	879	1624.00	0.00e+00
BW25113_RS11265	b2158	100.000	1047	1934.00	0.00e+00
BW25113_RS11270	b2159	100.000	855	1580.00	0.00e+00
BW25113_RS11275	b2160	100.000	1086	2006.00	0.00e+00
BW25113_RS11280	b2161	100.000	1248	2305.00	0.00e+00
BW25113_RS11285	b2162	100.000	939	1735.00	0.00e+00
BW25113_RS11290	b2163	100.000	657	1214.00	0.00e+00
BW25113_RS11295	b2164	100.000	1248	2305.00	0.00e+00
BW25113_RS11300	b2165	100.000	936	1729.00	0.00e+00
BW25113_RS11305	b2166	100.000	939	1735.00	0.00e+00
BW25113_RS11310	b2167	100.000	1689	3120.00	0.00e+00
BW25113_RS11315	b2168	100.000	936	1729.00	0.00e+00
BW25113_RS11320	b2169	100.000	1128	2084.00	0.00e+00
BW25113_RS11325	b2170	100.000	1179	2178.00	0.00e+00
BW25113_RS11330	b4502	100.000	252	466.00	3.42e-132
BW25113_RS11335	b2171	100.000	570	1053.00	0.00e+00
BW25113_RS11340	b2172	100.000	1464	2704.00	0.00e+00
BW25113_RS11345	b2173	100.000	984	1818.00	0.00e+00
BW25113_RS11350	b2174	100.000	711	1314.00	0.00e+00
BW25113_RS11355	b2175	100.000	564	1042.00	0.00e+00
BW25113_RS11360	b2176	100.000	1554	2870.00	0.00e+00
BW25113_RS11365	b2177	100.000	1812	3347.00	0.00e+00
BW25113_RS11370	b2178	100.000	1092	2017.00	0.00e+00
BW25113_RS11375	b2179	100.000	1023	1890.00	0.00e+00
BW25113_RS11380	b2180	100.000	1587	2931.00	0.00e+00
BW25113_RS11385	b2181	100.000	342	632.00	0.00e+00
BW25113_RS11390	b2182	100.000	1188	2194.00	0.00e+00
BW25113_RS11395	b2183	100.000	693	1280.00	0.00e+00
BW25113_RS11400	b2184	100.000	1758	3247.00	0.00e+00
BW25113_RS11405	b2185	100.000	282	521.00	8.13e-149
BW25113_RS11410	b2186	100.000	1005	1857.00	0.00e+00
BW25113_RS11415	b2187	100.000	225	416.00	3.08e-117
BW25113_RS11420	b2188	100.000	1758	3247.00	0.00e+00
BW25113_RS11430	b2190	100.000	2526	4665.00	0.00e+00
BW25113_RS11445	b2193	100.000	645	1192.00	0.00e+00
BW25113_RS11450	b2194	100.000	1050	1940.00	0.00e+00
BW25113_RS11455	b2195	100.000	555	1026.00	0.00e+00
BW25113_RS11460	b2196	100.000	1941	3585.00	0.00e+00
BW25113_RS11465	b2197	100.000	477	881.00	0.00e+00
BW25113_RS11470	b2198	100.000	207	383.00	2.85e-107
BW25113_RS11475	b2199	100.000	735	1358.00	0.00e+00
BW25113_RS11480	b2200	100.000	660	1219.00	0.00e+00
BW25113_RS11485	b2201	100.000	621	1147.00	0.00e+00
BW25113_RS11490	b2202	100.000	600	1109.00	0.00e+00
BW25113_RS11495	b2203	100.000	447	826.00	0.00e+00
BW25113_RS11500	b2204	100.000	861	1591.00	0.00e+00
BW25113_RS11505	b2205	100.000	693	1280.00	0.00e+00
BW25113_RS11510	b2206	100.000	2484	4588.00	0.00e+00
BW25113_RS11515	b2207	100.000	261	483.00	3.53e-137
BW25113_RS11520	b2208	100.000	492	909.00	0.00e+00
BW25113_RS25870	b4604	100.000	162	300.00	2.26e-82
BW25113_RS11530	b2209	100.000	486	898.00	0.00e+00
BW25113_RS11535	b2210	100.000	1644	3037.00	0.00e+00
BW25113_RS11540	b2211	100.000	1641	3031.00	0.00e+00
BW25113_RS11545	b2212	100.000	648	1197.00	0.00e+00
BW25113_RS11550	b2213	100.000	1062	1962.00	0.00e+00
BW25113_RS11555	b2214	100.000	1053	1945.00	0.00e+00
BW25113_RS11560	b2215	100.000	1101	2034.00	0.00e+00
BW25113_RS11575	b2216	100.000	2670	4931.00	0.00e+00
BW25113_RS11580	b2217	100.000	648	1197.00	0.00e+00
BW25113_RS11585	b2218	100.000	2847	5258.00	0.00e+00
BW25113_RS11590	b2219	100.000	1824	3369.00	0.00e+00
BW25113_RS11595	b2220	100.000	1383	2555.00	0.00e+00
BW25113_RS11600	b2221	100.000	660	1219.00	0.00e+00
BW25113_RS11605	b2222	100.000	648	1197.00	0.00e+00
BW25113_RS11610	b2223	100.000	1320	2438.00	0.00e+00
BW25113_RS11615	b2224	100.000	1182	2183.00	0.00e+00
BW25113_RS11620	b2225	100.000	774	1430.00	0.00e+00
BW25113_RS11625	b2226	100.000	1647	3042.00	0.00e+00
BW25113_RS11640	b2229	100.000	621	1147.00	0.00e+00
BW25113_RS11645	b2230	100.000	1686	3114.00	0.00e+00
BW25113_RS11650	b2231	100.000	2625	4848.00	0.00e+00
BW25113_RS11655	b2232	100.000	720	1330.00	0.00e+00
BW25113_RS11660	b2233	100.000	3750	6926.00	0.00e+00
BW25113_RS26375	b4605	100.000	141	261.00	9.08e-71
BW25113_RS11670	b2234	100.000	2283	4217.00	0.00e+00
BW25113_RS11675	b2235	100.000	1128	2084.00	0.00e+00
BW25113_RS11680	b2236	100.000	252	466.00	3.42e-132
BW25113_RS11685	b2237	100.000	648	1197.00	0.00e+00
BW25113_RS11695	b2239	100.000	1074	1984.00	0.00e+00
BW25113_RS11700	b2240	100.000	1356	2505.00	0.00e+00
BW25113_RS11705	b2241	100.000	1626	3003.00	0.00e+00
BW25113_RS11710	b2242	100.000	1257	2322.00	0.00e+00
BW25113_RS11715	b2243	100.000	1188	2194.00	0.00e+00
BW25113_RS11720	b2244	100.000	897	1657.00	0.00e+00
BW25113_RS11730	b2245	100.000	801	1480.00	0.00e+00
BW25113_RS11735	b2246	100.000	1287	2377.00	0.00e+00
BW25113_RS11740	b2247	100.000	1203	2222.00	0.00e+00
BW25113_RS11745	b2248	100.000	780	1441.00	0.00e+00
BW25113_RS11750	b2249	100.000	1200	2217.00	0.00e+00
BW25113_RS11755	b2250	100.000	540	998.00	0.00e+00
BW25113_RS11760	b2251	100.000	423	782.00	0.00e+00
BW25113_RS11765	b2252	100.000	600	1109.00	0.00e+00
BW25113_RS11770	b2253	100.000	1137	2100.00	0.00e+00
BW25113_RS11775	b2254	100.000	966	1784.00	0.00e+00
BW25113_RS11780	b2255	100.000	1980	3657.00	0.00e+00
BW25113_RS11785	b2256	100.000	888	1640.00	0.00e+00
BW25113_RS11790	b2257	100.000	1650	3048.00	0.00e+00
BW25113_RS11795	b4544	100.000	333	616.00	4.33e-177
BW25113_RS11800	b2258	100.000	384	710.00	0.00e+00
BW25113_RS11805	b2259	100.000	264	488.00	7.68e-139
BW25113_RS11810	b2260	100.000	1353	2499.00	0.00e+00
BW25113_RS11815	b2261	100.000	960	1773.00	0.00e+00
BW25113_RS11820	b2262	100.000	855	1580.00	0.00e+00
BW25113_RS11825	b2263	100.000	756	1397.00	0.00e+00
BW25113_RS11830	b2264	100.000	1668	3081.00	0.00e+00
BW25113_RS11835	b2265	100.000	1293	2388.00	0.00e+00
BW25113_RS11840	b2266	100.000	303	560.00	1.86e-160
BW25113_RS11845	b2267	100.000	459	848.00	0.00e+00
BW25113_RS11850	b2268	100.000	915	1690.00	0.00e+00
BW25113_RS11855	b2269	100.000	1209	2233.00	0.00e+00
BW25113_RS11860	b2270	100.000	1725	3186.00	0.00e+00
BW25113_RS11865	b2271	100.000	969	1790.00	0.00e+00
BW25113_RS11870	b2272	100.000	501	926.00	0.00e+00
BW25113_RS11875	b2273	100.000	714	1319.00	0.00e+00
BW25113_RS11880	b2274	100.000	420	776.00	0.00e+00
BW25113_RS11885	b2275	100.000	846	1563.00	0.00e+00
BW25113_RS11890	b2276	100.000	1455	2687.00	0.00e+00
BW25113_RS11895	b2277	100.000	1527	2820.00	0.00e+00
BW25113_RS11900	b2278	100.000	1839	3397.00	0.00e+00
BW25113_RS11905	b2279	100.000	300	555.00	8.57e-159
BW25113_RS11910	b2280	100.000	552	1020.00	0.00e+00
BW25113_RS11915	b2281	100.000	540	998.00	0.00e+00
BW25113_RS11920	b2282	100.000	975	1801.00	0.00e+00
BW25113_RS11925	b2283	100.000	2724	5031.00	0.00e+00
BW25113_RS11930	b2284	100.000	1335	2466.00	0.00e+00
BW25113_RS11935	b2285	100.000	498	920.00	0.00e+00
BW25113_RS11940	b2286	100.000	1788	3302.00	0.00e+00
BW25113_RS11945	b2287	100.000	660	1219.00	0.00e+00
BW25113_RS11950	b2288	100.000	441	815.00	0.00e+00
BW25113_RS11955	b2289	100.000	936	1729.00	0.00e+00
BW25113_RS11960	b2290	100.000	1215	2244.00	0.00e+00
BW25113_RS11965	b2291	100.000	597	1103.00	0.00e+00
BW25113_RS11970	b2292	100.000	1830	3380.00	0.00e+00
BW25113_RS11975	b2293	100.000	648	1197.00	0.00e+00
BW25113_RS11980	b2294	100.000	492	909.00	0.00e+00
BW25113_RS11985	b2295	100.000	453	837.00	0.00e+00
BW25113_RS11995	b2296	100.000	1200	2217.00	0.00e+00
BW25113_RS12000	b2297	100.000	2142	3956.00	0.00e+00
BW25113_RS12005	b2298	100.000	1518	2804.00	0.00e+00
BW25113_RS12010	b2299	100.000	540	998.00	0.00e+00
BW25113_RS12015	b2300	100.000	549	1014.00	0.00e+00
BW25113_RS12020	b2301	100.000	642	1186.00	0.00e+00
BW25113_RS12025	b2302	100.000	645	1192.00	0.00e+00
BW25113_RS12030	b2303	100.000	360	665.00	0.00e+00
BW25113_RS12035	b2304	100.000	891	1646.00	0.00e+00
BW25113_RS12040	b2305	100.000	888	1640.00	0.00e+00
BW25113_RS12045	b2306	100.000	771	1424.00	0.00e+00
BW25113_RS12050	b2307	100.000	714	1319.00	0.00e+00
BW25113_RS12055	b2308	100.000	684	1264.00	0.00e+00
BW25113_RS12060	b2309	100.000	780	1441.00	0.00e+00
BW25113_RS12065	b2310	100.000	780	1441.00	0.00e+00
BW25113_RS12070	b2311	100.000	567	1048.00	0.00e+00
BW25113_RS12075	b2312	100.000	1515	2798.00	0.00e+00
BW25113_RS12080	b2313	100.000	486	898.00	0.00e+00
BW25113_RS12085	b2314	100.000	660	1219.00	0.00e+00
BW25113_RS12090	b2315	100.000	1266	2338.00	0.00e+00
BW25113_RS12095	b2316	100.000	912	1685.00	0.00e+00
BW25113_RS12100	b2317	100.000	657	1214.00	0.00e+00
BW25113_RS12105	b2318	100.000	810	1496.00	0.00e+00
BW25113_RS12110	b2319	100.000	1011	1868.00	0.00e+00
BW25113_RS12115	b2320	100.000	1134	2095.00	0.00e+00
BW25113_RS12120	b2321	100.000	993	1834.00	0.00e+00
BW25113_RS12125	b2322	100.000	1176	2172.00	0.00e+00
BW25113_RS12130	b2323	100.000	1218	2250.00	0.00e+00
BW25113_RS12135	b2324	100.000	2004	3701.00	0.00e+00
BW25113_RS12140	b2325	100.000	276	510.00	1.72e-145
BW25113_RS12145	b2326	100.000	546	1009.00	0.00e+00
BW25113_RS12150	b2327	100.000	807	1491.00	0.00e+00
BW25113_RS12155	b2328	100.000	822	1519.00	0.00e+00
BW25113_RS12160	b2329	100.000	1083	2001.00	0.00e+00
BW25113_RS12165	b2330	100.000	930	1718.00	0.00e+00
BW25113_RS12170	b2331	100.000	549	1014.00	0.00e+00
BW25113_RS12175	b2332	100.000	819	1513.00	0.00e+00
BW25113_RS12180	b2333	100.000	537	992.00	0.00e+00
BW25113_RS12185	b2334	100.000	486	898.00	0.00e+00
BW25113_RS12190	b2335	100.000	510	942.00	0.00e+00
BW25113_RS12195	b2336	100.000	750	1386.00	0.00e+00
BW25113_RS12205	b2339	100.000	561	1037.00	0.00e+00
BW25113_RS12210	b2340	100.000	483	893.00	0.00e+00
BW25113_RS12215	b2341	100.000	2142	3956.00	0.00e+00
BW25113_RS12220	b2342	100.000	1308	2416.00	0.00e+00
BW25113_RS12225	b2343	100.000	282	521.00	8.13e-149
BW25113_RS12230	b2344	100.000	1338	2471.00	0.00e+00
BW25113_RS12235	b2345	100.000	1056	1951.00	0.00e+00
BW25113_RS12240	b2346	100.000	753	1391.00	0.00e+00
BW25113_RS12245	b2347	100.000	930	1718.00	0.00e+00
BW25113_RS12255	b2349	100.000	1155	2134.00	0.00e+00
BW25113_RS12260	b2350	100.000	360	665.00	0.00e+00
BW25113_RS12265	b2351	100.000	918	1696.00	0.00e+00
BW25113_RS12270	b2352	100.000	1329	2455.00	0.00e+00
BW25113_RS26185	b4780	100.000	144	267.00	2.00e-72
BW25113_RS12280	b2354	100.000	438	809.00	0.00e+00
BW25113_RS12290	b2356	100.000	264	488.00	7.68e-139
BW25113_RS12295	b2357	100.000	492	909.00	0.00e+00
BW25113_RS26000	b2358	100.000	366	676.00	0.00e+00
BW25113_RS12305	b2359	100.000	360	665.00	0.00e+00
BW25113_RS12310	b2360	100.000	822	1519.00	0.00e+00
BW25113_RS12315	b2361	100.000	534	987.00	0.00e+00
BW25113_RS12320	b2362	100.000	360	665.00	0.00e+00
BW25113_RS12325	b2363	100.000	303	560.00	1.86e-160
BW25113_RS12330	b4501	100.000	198	366.00	2.75e-102
BW25113_RS12335	b2364	100.000	933	1724.00	0.00e+00
BW25113_RS12340	b2365	100.000	1335	2466.00	0.00e+00
BW25113_RS12345	b2366	100.000	1326	2449.00	0.00e+00
BW25113_RS12350	b2367	100.000	1536	2837.00	0.00e+00
BW25113_RS12355	b2368	100.000	1161	2145.00	0.00e+00
BW25113_RS12360	b2369	100.000	612	1131.00	0.00e+00
BW25113_RS12365	b2370	100.000	3591	6632.00	0.00e+00
BW25113_RS12370	b2371	100.000	1143	2111.00	0.00e+00
BW25113_RS12375	b2372	100.000	942	1740.00	0.00e+00
BW25113_RS12380	b2373	100.000	1692	3125.00	0.00e+00
BW25113_RS12385	b2374	100.000	1248	2305.00	0.00e+00
BW25113_RS12390	b2375	100.000	633	1170.00	0.00e+00
BW25113_RS12395	b2376	100.000	273	505.00	7.91e-144
BW25113_RS12405	b2377	100.000	240	444.00	1.52e-125
BW25113_RS12410	b2378	100.000	918	1696.00	0.00e+00
BW25113_RS25205	b4680	100.000	69	128.00	3.98e-31
BW25113_RS12415	b2379	100.000	1236	2283.00	0.00e+00
BW25113_RS12420	b2380	100.000	1695	3131.00	0.00e+00
BW25113_RS12425	b2381	100.000	732	1352.00	0.00e+00
BW25113_RS12430	b2382	100.000	855	1580.00	0.00e+00
BW25113_RS12435	b2383	100.000	2493	4604.00	0.00e+00
BW25113_RS12440	b2384	100.000	1035	1912.00	0.00e+00
BW25113_RS12445	b2385	100.000	1083	2001.00	0.00e+00
BW25113_RS12450	b2386	100.000	1245	2300.00	0.00e+00
BW25113_RS12455	b2387	100.000	324	599.00	4.24e-172
BW25113_RS12460	b2388	100.000	963	1779.00	0.00e+00
BW25113_RS12465	b2389	100.000	1254	2316.00	0.00e+00
BW25113_RS12470	b2390	100.000	324	599.00	4.24e-172
BW25113_RS12480	b2392	100.000	1236	2283.00	0.00e+00
BW25113_RS12485	b2393	100.000	1200	2217.00	0.00e+00
BW25113_RS12490	b2394	100.000	1110	2050.00	0.00e+00
BW25113_RS12495	b2395	100.000	2187	4039.00	0.00e+00
BW25113_RS12510	b2398	100.000	342	632.00	0.00e+00
BW25113_RS12515	b2399	100.000	390	721.00	0.00e+00
BW25113_RS12520	b2400	100.000	1413	2610.00	0.00e+00
BW25113_RS12540	b2405	100.000	882	1629.00	0.00e+00
BW25113_RS12550	b2406	100.000	1254	2316.00	0.00e+00
BW25113_RS12555	b2407	100.000	831	1535.00	0.00e+00
BW25113_RS12560	b2408	100.000	762	1408.00	0.00e+00
BW25113_RS12565	b2409	100.000	924	1707.00	0.00e+00
BW25113_RS12570	b2410	100.000	996	1840.00	0.00e+00
BW25113_RS12575	b4546	100.000	216	399.00	2.97e-112
BW25113_RS12580	b2411	100.000	2013	3718.00	0.00e+00
BW25113_RS12585	b2412	100.000	984	1818.00	0.00e+00
BW25113_RS12590	b2413	100.000	759	1402.00	0.00e+00
BW25113_RS12595	b2414	100.000	969	1790.00	0.00e+00
BW25113_RS12600	b2415	100.000	255	472.00	7.45e-134
BW25113_RS12605	b2416	100.000	1725	3186.00	0.00e+00
BW25113_RS12610	b2417	100.000	507	937.00	0.00e+00
BW25113_RS12615	b2418	100.000	849	1568.00	0.00e+00
BW25113_RS12620	b2419	100.000	372	688.00	0.00e+00
BW25113_RS12625	b2420	100.000	732	1352.00	0.00e+00
BW25113_RS12630	b2421	100.000	909	1679.00	0.00e+00
BW25113_RS12635	b2422	100.000	1095	2023.00	0.00e+00
BW25113_RS12640	b2423	100.000	873	1613.00	0.00e+00
BW25113_RS12645	b2424	100.000	831	1535.00	0.00e+00
BW25113_RS12650	b2425	100.000	1014	1873.00	0.00e+00
BW25113_RS12655	b2426	100.000	789	1458.00	0.00e+00
BW25113_RS12660	b2427	100.000	855	1580.00	0.00e+00
BW25113_RS12665	b2428	100.000	894	1652.00	0.00e+00
BW25113_RS12670	b2429	100.000	1422	2627.00	0.00e+00
BW25113_RS12675	b2430	100.000	1302	2405.00	0.00e+00
BW25113_RS12680	b2431	100.000	897	1657.00	0.00e+00
BW25113_RS12685	b2432	100.000	573	1059.00	0.00e+00
BW25113_RS12690	b2433	100.000	447	826.00	0.00e+00
BW25113_RS12695	b2434	100.000	423	782.00	0.00e+00
BW25113_RS12700	b2435	100.000	867	1602.00	0.00e+00
BW25113_RS12705	b2436	100.000	897	1657.00	0.00e+00
BW25113_RS12710	b2437	100.000	1050	1940.00	0.00e+00
BW25113_RS12715	b2438	100.000	498	920.00	0.00e+00
BW25113_RS12720	b2439	100.000	657	1214.00	0.00e+00
BW25113_RS12725	b2440	100.000	885	1635.00	0.00e+00
BW25113_RS12730	b2441	100.000	1359	2510.00	0.00e+00
BW25113_RS12735	b2442	100.000	1206	2228.00	0.00e+00
BW25113_RS12740	b2443	100.000	639	1181.00	0.00e+00
BW25113_RS12745	b2444	100.000	243	449.00	3.31e-127
BW25113_RS12750	b2445	100.000	366	676.00	0.00e+00
BW25113_RS12755	b2446	100.000	414	765.00	0.00e+00
BW25113_RS12760	b2447	100.000	591	1092.00	0.00e+00
BW25113_RS12765	b2448	100.000	375	693.00	0.00e+00
BW25113_RS12770	b2449	100.000	390	721.00	0.00e+00
BW25113_RS12775	b2450	100.000	807	1491.00	0.00e+00
BW25113_RS12780	b2451	100.000	1401	2588.00	0.00e+00
BW25113_RS12785	b2452	100.000	1224	2261.00	0.00e+00
BW25113_RS12790	b2453	100.000	1185	2189.00	0.00e+00
BW25113_RS12795	b2454	100.000	834	1541.00	0.00e+00
BW25113_RS12800	b2455	100.000	1401	2588.00	0.00e+00
BW25113_RS12805	b2456	100.000	285	527.00	1.77e-150
BW25113_RS12810	b2457	100.000	291	538.00	8.35e-154
BW25113_RS12815	b2458	100.000	1014	1873.00	0.00e+00
BW25113_RS12820	b2459	100.000	801	1480.00	0.00e+00
BW25113_RS12825	b2460	100.000	699	1291.00	0.00e+00
BW25113_RS12830	b2461	100.000	477	881.00	0.00e+00
BW25113_RS12835	b2462	100.000	333	616.00	4.33e-177
BW25113_RS12840	b2463	100.000	2277	4205.00	0.00e+00
BW25113_RS12845	b2464	100.000	948	1751.00	0.00e+00
BW25113_RS12850	b2465	100.000	2001	3696.00	0.00e+00
BW25113_RS12855	b2466	100.000	1041	1923.00	0.00e+00
BW25113_RS12860	b2467	100.000	573	1059.00	0.00e+00
BW25113_RS12865	b2468	100.000	1977	3651.00	0.00e+00
BW25113_RS12870	b2469	100.000	1698	3136.00	0.00e+00
BW25113_RS12875	b2470	100.000	3111	5746.00	0.00e+00
BW25113_RS25220	b4606	100.000	57	106.00	1.42e-24
BW25113_RS12885	b2471	100.000	354	654.00	0.00e+00
BW25113_RS12890	b2472	100.000	1125	2078.00	0.00e+00
BW25113_RS12895	b4547	100.000	198	366.00	2.75e-102
BW25113_RS12900	b2473	100.000	696	1286.00	0.00e+00
BW25113_RS12905	b2474	100.000	2013	3718.00	0.00e+00
BW25113_RS12910	b2475	100.000	861	1591.00	0.00e+00
BW25113_RS12915	b2476	100.000	711	1314.00	0.00e+00
BW25113_RS12925	b2477	100.000	1032	1906.00	0.00e+00
BW25113_RS12930	b2478	100.000	876	1618.00	0.00e+00
BW25113_RS12935	b2479	100.000	570	1053.00	0.00e+00
BW25113_RS12940	b2480	100.000	468	865.00	0.00e+00
BW25113_RS12945	b2481	100.000	615	1136.00	0.00e+00
BW25113_RS12950	b2482	100.000	2016	3723.00	0.00e+00
BW25113_RS12955	b2483	100.000	945	1746.00	0.00e+00
BW25113_RS12960	b2484	100.000	1437	2654.00	0.00e+00
BW25113_RS12965	b2485	100.000	648	1197.00	0.00e+00
BW25113_RS12970	b2486	100.000	1578	2915.00	0.00e+00
BW25113_RS12975	b2487	100.000	1665	3075.00	0.00e+00
BW25113_RS12980	b2488	100.000	543	1003.00	0.00e+00
BW25113_RS12985	b2489	100.000	756	1397.00	0.00e+00
BW25113_RS12990	b2490	100.000	411	760.00	0.00e+00
BW25113_RS12995	b2491	100.000	2010	3712.00	0.00e+00
BW25113_RS13000	b2492	100.000	846	1563.00	0.00e+00
BW25113_RS13005	b2493	100.000	1059	1956.00	0.00e+00
BW25113_RS13010	b2494	100.000	1461	2699.00	0.00e+00
BW25113_RS13015	b2495	100.000	357	660.00	0.00e+00
BW25113_RS13020	b2496	100.000	699	1291.00	0.00e+00
BW25113_RS13025	b2497	100.000	1287	2377.00	0.00e+00
BW25113_RS13030	b2498	100.000	624	1153.00	0.00e+00
BW25113_RS13035	b2499	100.000	1035	1912.00	0.00e+00
BW25113_RS13040	b2500	100.000	636	1175.00	0.00e+00
BW25113_RS13045	b2501	100.000	2064	3812.00	0.00e+00
BW25113_RS13050	b2502	100.000	1539	2843.00	0.00e+00
BW25113_RS13055	b2503	100.000	2241	4139.00	0.00e+00
BW25113_RS13065	b2504	100.000	189	350.00	2.63e-97
BW25113_RS13070	b2505	100.000	516	953.00	0.00e+00
BW25113_RS13075	b2506	100.000	537	992.00	0.00e+00
BW25113_RS13080	b2507	100.000	1575	2909.00	0.00e+00
BW25113_RS13085	b2508	100.000	1464	2704.00	0.00e+00
BW25113_RS13090	b2509	100.000	1368	2527.00	0.00e+00
BW25113_RS13095	b2510	100.000	213	394.00	1.36e-110
BW25113_RS13100	b2511	100.000	1470	2715.00	0.00e+00
BW25113_RS13105	b2512	100.000	1176	2172.00	0.00e+00
BW25113_RS13110	b2513	100.000	618	1142.00	0.00e+00
BW25113_RS13115	b2514	100.000	1272	2350.00	0.00e+00
BW25113_RS13120	b2515	100.000	1116	2061.00	0.00e+00
BW25113_RS13125	b2516	100.000	1011	1868.00	0.00e+00
BW25113_RS13130	b2517	100.000	1152	2128.00	0.00e+00
BW25113_RS13135	b2518	100.000	429	793.00	0.00e+00
BW25113_RS13140	b2519	100.000	2310	4266.00	0.00e+00
BW25113_RS13145	b2520	100.000	4959	9158.00	0.00e+00
BW25113_RS13150	b2521	100.000	843	1557.00	0.00e+00
BW25113_RS26190	b4812	100.000	123	228.00	7.84e-61
BW25113_RS13155	b2522	100.000	774	1430.00	0.00e+00
BW25113_RS13160	b2523	100.000	1281	2366.00	0.00e+00
BW25113_RS13165	b2524	100.000	198	366.00	2.75e-102
BW25113_RS13170	b2525	100.000	333	616.00	4.33e-177
BW25113_RS13175	b2526	100.000	1848	3413.00	0.00e+00
BW25113_RS13180	b2527	100.000	513	948.00	0.00e+00
BW25113_RS13185	b2528	100.000	321	593.00	1.95e-170
BW25113_RS13190	b2529	100.000	384	710.00	0.00e+00
BW25113_RS13195	b2530	100.000	1212	2239.00	0.00e+00
BW25113_RS13200	b2531	100.000	486	898.00	0.00e+00
BW25113_RS13205	b2532	100.000	738	1363.00	0.00e+00
BW25113_RS13210	b2533	100.000	801	1480.00	0.00e+00
BW25113_RS13215	b2534	100.000	852	1574.00	0.00e+00
BW25113_RS13220	b2535	100.000	1278	2361.00	0.00e+00
BW25113_RS13225	b2536	100.000	1137	2100.00	0.00e+00
BW25113_RS13230	b2537	100.000	888	1640.00	0.00e+00
BW25113_RS13235	b2538	100.000	1359	2510.00	0.00e+00
BW25113_RS13240	b2539	100.000	516	953.00	0.00e+00
BW25113_RS13245	b2540	100.000	318	588.00	8.99e-169
BW25113_RS13250	b2541	100.000	810	1496.00	0.00e+00
BW25113_RS13255	b2542	100.000	1200	2217.00	0.00e+00
BW25113_RS13260	b2543	100.000	420	776.00	0.00e+00
BW25113_RS13265	b2544	100.000	870	1607.00	0.00e+00
BW25113_RS13270	b2545	100.000	1059	1956.00	0.00e+00
BW25113_RS13275	b2546	100.000	996	1840.00	0.00e+00
BW25113_RS13280	b2547	100.000	1509	2787.00	0.00e+00
BW25113_RS13285	b2548	100.000	981	1812.00	0.00e+00
BW25113_RS13290	b2549	100.000	3279	6056.00	0.00e+00
BW25113_RS13295	b2550	100.000	1191	2200.00	0.00e+00
BW25113_RS13300	b2551	100.000	1251	2311.00	0.00e+00
BW25113_RS13305	b2552	100.000	1188	2194.00	0.00e+00
BW25113_RS13310	b2553	100.000	336	621.00	9.41e-179
BW25113_RS13315	b2554	100.000	1332	2460.00	0.00e+00
BW25113_RS13320	b2555	100.000	711	1314.00	0.00e+00
BW25113_RS13325	b2556	100.000	1425	2632.00	0.00e+00
BW25113_RS13330	b2557	100.000	3885	7175.00	0.00e+00
BW25113_RS13335	b2558	100.000	1554	2870.00	0.00e+00
BW25113_RS13340	b2559	100.000	501	926.00	0.00e+00
BW25113_RS13345	b2560	100.000	633	1170.00	0.00e+00
BW25113_RS13350	b2561	100.000	846	1563.00	0.00e+00
BW25113_RS13355	b2562	100.000	258	477.00	1.62e-135
BW25113_RS13360	b4687	100.000	78	145.00	4.66e-36
BW25113_RS13375	b2563	100.000	378	699.00	0.00e+00
BW25113_RS13380	b2564	100.000	729	1347.00	0.00e+00
BW25113_RS13385	b2565	100.000	726	1341.00	0.00e+00
BW25113_RS13390	b2566	100.000	903	1668.00	0.00e+00
BW25113_RS13395	b2567	100.000	678	1253.00	0.00e+00
BW25113_RS13400	b2568	100.000	972	1796.00	0.00e+00
BW25113_RS13405	b2569	100.000	1797	3319.00	0.00e+00
BW25113_RS13410	b2570	100.000	477	881.00	0.00e+00
BW25113_RS13415	b2571	100.000	954	1762.00	0.00e+00
BW25113_RS13420	b2572	100.000	648	1197.00	0.00e+00
BW25113_RS13425	b2573	100.000	573	1059.00	0.00e+00
BW25113_RS25695	b4725	100.000	153	283.00	2.13e-77
BW25113_RS13435	b2574	100.000	1620	2992.00	0.00e+00
BW25113_RS13440	b2575	100.000	735	1358.00	0.00e+00
BW25113_RS13445	b2576	100.000	1332	2460.00	0.00e+00
BW25113_RS13455	b2577	100.000	879	1624.00	0.00e+00
BW25113_RS13460	b2578	100.000	585	1081.00	0.00e+00
BW25113_RS13465	b2579	100.000	381	704.00	0.00e+00
BW25113_RS13470	b2580	100.000	687	1269.00	0.00e+00
BW25113_RS13475	b2581	100.000	1035	1912.00	0.00e+00
BW25113_RS13485	b2582	100.000	417	771.00	0.00e+00
BW25113_RS13490	b2583	100.000	696	1286.00	0.00e+00
BW25113_RS13495	b2584	100.000	2658	4909.00	0.00e+00
BW25113_RS13500	b2585	100.000	1353	2499.00	0.00e+00
BW25113_RS13505	b2586	100.000	321	593.00	1.95e-170
BW25113_RS13510	b2587	100.000	1296	2394.00	0.00e+00
BW25113_RS13540	b2592	100.000	2571	4748.00	0.00e+00
BW25113_RS13545	b2593	100.000	729	1347.00	0.00e+00
BW25113_RS13550	b2594	100.000	978	1807.00	0.00e+00
BW25113_RS13555	b2595	100.000	735	1358.00	0.00e+00
BW25113_RS13565	b2597	100.000	339	627.00	2.04e-180
BW25113_RS25700	b2598	100.000	45	84.20	4.72e-18
