BL21,Nissle_1917,O157_H7
ECD_01572,HW372_11710,ECs_2309
ECD_01573,HW372_11705,ECs_2310
ECD_01574,HW372_11700,ECs_2311
ECD_01575,HW372_11695,ECs_2312
ECD_01576,HW372_11690,ECs_2313
ECD_01577,HW372_11685,ECs_2314
ECD_01578,HW372_11680,ECs_2315
ECD_01579,HW372_11675,ECs_2316
ECD_01580,HW372_11670,ECs_2317
ECD_01581,HW372_11665,ECs_2318
ECD_01582,HW372_11660,ECs_2319
ECD_01583,HW372_11655,ECs_2320
ECD_01584,HW372_11650,
ECD_01585,HW372_11645,ECs_4799
ECD_01586,HW372_11640,ECs_2324
ECD_01587,HW372_11635,ECs_2326
ECD_01588,HW372_11630,ECs_2327
ECD_01589,HW372_11625,ECs_2328
ECD_01590,HW372_11620,ECs_2329
ECD_01591,HW372_11615,ECs_2330
ECD_01592,HW372_11610,ECs_2331
ECD_01593,HW372_11605,ECs_2332
ECD_01594,HW372_11600,ECs_2333
ECD_01595,HW372_11595,ECs_2334
ECD_01596,HW372_11590,ECs_2335
ECD_01597,HW372_11585,ECs_2336
ECD_01598,HW372_11580,ECs_2337
ECD_01599,HW372_11575,ECs_2338
ECD_01600,HW372_11570,ECs_2339
ECD_01601,HW372_11565,ECs_2340
ECD_01602,HW372_11560,ECs_2341
ECD_01603,HW372_11555,ECs_2342
ECD_01604,HW372_11550,ECs_2343
ECD_01605,HW372_11545,ECs_2344
ECD_01606,HW372_11540,ECs_2345
ECD_01607,HW372_11535,ECs_2346
ECD_01608,HW372_11530,ECs_2347
ECD_01609,HW372_11525,ECs_2348
ECD_01610,HW372_11520,ECs_2349
ECD_01611,HW372_11515,ECs_2350
ECD_01612,HW372_11510,ECs_2351
ECD_01613,HW372_11505,ECs_2352
ECD_01614,HW372_11500,ECs_2353
ECD_01615,HW372_11495,ECs_2354
ECD_01616,HW372_11490,ECs_2355
ECD_01617,HW372_11485,
ECD_01618,HW372_11480,ECs_2357
ECD_01619,HW372_11475,ECs_2358
ECD_01620,HW372_11470,ECs_2359
ECD_01621,HW372_11465,ECs_2360
ECD_01622,HW372_11460,ECs_2361
ECD_01623,HW372_11455,ECs_2362
ECD_01624,HW372_11450,ECs_2363
ECD_01625,HW372_11445,ECs_2364
ECD_01626,HW372_11440,ECs_2365
ECD_01627,HW372_11435,ECs_2366
ECD_01628,HW372_11430,ECs_5737
ECD_01629,HW372_11425,ECs_2367
ECD_01630,HW372_11420,ECs_2368
ECD_01631,HW372_11415,ECs_2369
ECD_01632,HW372_11410,ECs_2370
ECD_01633,HW372_11405,ECs_2371
ECD_01634,HW372_11400,ECs_2372
ECD_01635,HW372_11395,ECs_2373
ECD_01636,HW372_11380,ECs_2374
ECD_01637,HW372_11375,ECs_2375
ECD_01638,HW372_11370,ECs_2376
ECD_01639,HW372_11365,ECs_2377
ECD_01640,HW372_11360,ECs_2378
ECD_01641,HW372_11355,ECs_2379
ECD_01642,HW372_11350,ECs_2380
ECD_01643,HW372_11345,ECs_2381
ECD_01644,HW372_11340,ECs_2382
ECD_01645,HW372_11335,ECs_2383
ECD_01646,HW372_11330,ECs_2384
ECD_01647,HW372_11325,ECs_2385
ECD_01648,HW372_11320,ECs_2386
ECD_01649,HW372_11315,ECs_2387
ECD_01650,HW372_11310,ECs_2388
ECD_01651,HW372_11305,ECs_2389
ECD_01652,HW372_11300,ECs_2390
ECD_01654,HW372_11290,ECs_2392
ECD_01655,HW372_11285,ECs_2393
ECD_01656,HW372_11280,ECs_2394
ECD_01657,HW372_11275,ECs_2395
ECD_01658,HW372_11265,ECs_2396
ECD_01660,HW372_11255,ECs_2398
ECD_01661,HW372_11250,ECs_2399
ECD_01662,HW372_11245,ECs_2400
ECD_01663,HW372_11240,ECs_2401
ECD_01664,HW372_11235,ECs_2402
ECD_01665,HW372_11230,ECs_2403
ECD_01666,HW372_11225,ECs_2404
ECD_01667,HW372_11220,ECs_2405
ECD_01668,HW372_11215,ECs_2406
ECD_01669,HW372_11210,ECs_2407
ECD_01670,HW372_11205,ECs_2408
ECD_01671,HW372_11200,ECs_2409
ECD_01672,HW372_11195,ECs_2410
ECD_01673,HW372_11190,ECs_2411
ECD_01674,HW372_11185,ECs_2412
ECD_01675,HW372_11180,ECs_2413
ECD_01676,HW372_11175,ECs_2414
ECD_01677,HW372_11170,ECs_2415
ECD_01678,HW372_11165,ECs_2416
ECD_01679,HW372_11160,ECs_2417
ECD_01680,HW372_11155,ECs_2418
ECD_01681,HW372_11150,ECs_2419
ECD_01682,HW372_11145,ECs_2420
ECD_01683,HW372_11140,ECs_2421
ECD_01684,,
ECD_01685,HW372_11130,ECs_2423
ECD_01686,HW372_11125,ECs_2424
ECD_01687,HW372_11120,ECs_2425
ECD_01688,HW372_11115,ECs_2426
ECD_01690,HW372_11105,
ECD_01691,HW372_11100,ECs_2428
ECD_01692,HW372_11095,ECs_2429
ECD_01693,HW372_11090,ECs_2430
ECD_01694,HW372_11085,ECs_2431
ECD_01695,HW372_11080,ECs_2432
ECD_01696,HW372_11075,ECs_2433
ECD_01697,HW372_11070,ECs_2434
ECD_01698,HW372_11065,ECs_2435
ECD_01699,,ECs_2436
ECD_01700,HW372_11060,ECs_2437
ECD_01701,HW372_11055,ECs_2438
ECD_01702,HW372_11050,ECs_2439
ECD_01703,HW372_11045,ECs_2440
ECD_01704,HW372_11040,ECs_2441
ECD_01705,HW372_11035,ECs_2442
ECD_01706,HW372_11030,ECs_2443
ECD_01707,HW372_11025,ECs_2444
ECD_01708,HW372_11020,ECs_2445
ECD_01709,HW372_11015,ECs_2446
ECD_01710,HW372_11010,ECs_2447
ECD_01711,HW372_11005,ECs_2448
ECD_01712,HW372_11000,ECs_2449
ECD_01713,HW372_10995,ECs_2450
ECD_01714,HW372_10990,ECs_2451
ECD_01715,HW372_10985,ECs_2452
ECD_01716,HW372_10980,ECs_2453
ECD_01717,HW372_10975,ECs_2454
ECD_01718,HW372_10970,ECs_2455
ECD_01719,HW372_10965,ECs_2456
ECD_01721,HW372_10955,ECs_2458
ECD_01722,HW372_10950,ECs_2459
ECD_01723,HW372_10945,ECs_2460
ECD_01724,HW372_10940,ECs_2461
ECD_01725,HW372_10935,ECs_2462
ECD_01726,HW372_10930,ECs_2463
ECD_01727,HW372_10925,ECs_2464
ECD_01728,HW372_10920,ECs_2465
ECD_01729,HW372_10915,ECs_2466
ECD_01730,HW372_10910,ECs_2467
ECD_01731,,ECs_2468
ECD_01732,HW372_10890,ECs_2469
ECD_01733,HW372_10885,ECs_2470
ECD_01734,HW372_10880,ECs_2471
ECD_01735,HW372_10875,ECs_2472
ECD_01736,HW372_10870,ECs_2474
ECD_01737,HW372_10865,ECs_2475
ECD_01738,HW372_10860,
ECD_01739,HW372_10855,ECs_2479
ECD_01740,HW372_10850,ECs_2480
ECD_01741,HW372_10845,ECs_2481
ECD_01742,HW372_10840,ECs_2482
ECD_01743,HW372_10835,ECs_2483
ECD_01744,HW372_10830,ECs_2484
ECD_01745,HW372_10825,ECs_2485
ECD_01746,HW372_10820,ECs_2486
ECD_01747,HW372_10815,ECs_2487
ECD_01748,HW372_10810,ECs_2488
ECD_01749,HW372_10805,ECs_2489
ECD_01750,HW372_10800,ECs_2490
ECD_01751,HW372_10795,ECs_2491
ECD_01752,HW372_10790,ECs_2492
ECD_01753,HW372_10785,ECs_2493
ECD_01754,HW372_10780,ECs_2494
ECD_01755,HW372_10775,ECs_2495
ECD_01756,HW372_10770,ECs_2496
ECD_01757,HW372_10765,
ECD_01758,HW372_10760,ECs_2498
ECD_01759,HW372_10755,ECs_2499
ECD_01760,HW372_10750,ECs_2500
ECD_01761,HW372_10745,ECs_2501
ECD_01762,HW372_10740,ECs_2502
ECD_01763,HW372_10735,
ECD_01764,HW372_10720,ECs_2504
ECD_01765,HW372_10715,ECs_2505
ECD_01766,HW372_10710,ECs_2506
ECD_01768,HW372_10705,ECs_2507
ECD_01769,,ECs_2508
ECD_01770,,ECs_2509
ECD_01771,,ECs_2510
ECD_01772,,ECs_2511
ECD_01773,,ECs_2512
ECD_01774,HW372_10695,ECs_2513
ECD_01775,HW372_10690,ECs_2514
ECD_01776,HW372_10685,ECs_2515
ECD_01777,HW372_10680,ECs_2516
ECD_01778,HW372_10675,ECs_2517
ECD_01779,HW372_10670,ECs_2518
ECD_01780,HW372_10665,ECs_2519
ECD_01781,HW372_10660,ECs_2520
ECD_01782,HW372_10655,ECs_2521
ECD_01783,HW372_10650,ECs_2522
ECD_01784,HW372_10645,ECs_2523
ECD_01785,HW372_10640,ECs_2524
ECD_01786,HW372_10635,ECs_2525
ECD_01787,HW372_10630,ECs_2527
ECD_01788,HW372_10625,ECs_2528
ECD_01789,HW372_10620,ECs_2529
ECD_01790,HW372_10615,ECs_2530
ECD_01791,HW372_10610,ECs_2531
ECD_01792,HW372_10605,ECs_2532
ECD_01793,HW372_10600,ECs_2533
ECD_01794,HW372_10595,
ECD_01795,HW372_10590,ECs_2535
ECD_01796,HW372_10585,
ECD_01797,HW372_10580,ECs_5463
ECD_01798,HW372_10575,ECs_2537
ECD_01799,HW372_10570,ECs_2538
ECD_01800,HW372_10565,ECs_2539
ECD_01801,HW372_10560,ECs_2540
ECD_01802,HW372_10555,ECs_2541
ECD_01803,HW372_10550,ECs_2542
ECD_01804,HW372_10545,ECs_2543
ECD_01805,HW372_10540,ECs_2544
ECD_01806,HW372_10535,ECs_2545
ECD_01807,HW372_10530,ECs_2546
ECD_01808,HW372_10525,ECs_2547
ECD_01809,HW372_10520,ECs_2548
ECD_01810,HW372_10515,ECs_2549
ECD_01811,HW372_10510,ECs_2550
ECD_01812,HW372_10505,ECs_2551
ECD_01813,HW372_10500,ECs_2552
ECD_01814,HW372_10495,ECs_2553
ECD_01815,HW372_10490,ECs_2554
ECD_01816,,ECs_2555
ECD_01817,HW372_10480,ECs_2556
ECD_01818,HW372_10475,ECs_2557
ECD_01819,HW372_10470,ECs_2558
ECD_01820,HW372_10465,ECs_2559
ECD_01821,HW372_10460,ECs_2560
ECD_01822,HW372_10455,ECs_2561
ECD_01823,HW372_10450,ECs_2562
ECD_01824,HW372_10445,ECs_2563
ECD_01825,HW372_10440,ECs_2564
ECD_01826,HW372_10435,ECs_2565
ECD_01827,HW372_10430,ECs_2566
ECD_01828,HW372_10425,ECs_2567
ECD_01829,HW372_10420,ECs_2568
ECD_01830,HW372_10415,ECs_2569
ECD_01831,HW372_10410,ECs_2570
ECD_01832,HW372_10405,ECs_2571
ECD_01833,HW372_10395,ECs_2572
ECD_01834,HW372_10390,ECs_2573
ECD_01835,HW372_10385,ECs_2574
ECD_01836,HW372_10380,ECs_2575
ECD_01837,HW372_10375,ECs_2576
ECD_01838,HW372_10370,ECs_2577
ECD_01839,HW372_10070,ECs_2578
ECD_01840,HW372_10065,ECs_2579
ECD_01841,HW372_10060,ECs_2580
ECD_01842,HW372_10055,ECs_2581
ECD_01843,HW372_10050,ECs_2582
ECD_01844,HW372_10045,ECs_2583
ECD_01845,HW372_10040,ECs_2584
ECD_01846,HW372_10035,ECs_2585
ECD_01847,HW372_10030,ECs_2586
ECD_01848,,ECs_2587
ECD_01849,HW372_10025,ECs_2588
ECD_01850,HW372_10020,ECs_2589
ECD_01851,HW372_10015,ECs_2590
ECD_01852,HW372_10010,ECs_2591
ECD_01853,HW372_10005,ECs_2592
ECD_01854,HW372_10000,ECs_2593
ECD_01855,HW372_09995,ECs_2594
ECD_01856,,ECs_2595
ECD_01857,HW372_09985,ECs_2596
ECD_01858,HW372_09980,ECs_2597
ECD_01859,HW372_09975,ECs_2598
ECD_01860,HW372_09970,ECs_2599
ECD_01861,HW372_09965,ECs_2600
ECD_01862,HW372_09960,ECs_2601
ECD_01863,HW372_09955,ECs_2602
ECD_01864,HW372_09950,ECs_2603
ECD_01865,HW372_09945,ECs_2604
ECD_01866,HW372_09940,ECs_2605
ECD_01867,HW372_09935,
ECD_01868,HW372_09930,ECs_2608
ECD_01869,HW372_09925,ECs_2609
ECD_01870,HW372_09920,ECs_2610
ECD_01871,HW372_09915,ECs_5464
ECD_01872,HW372_09905,ECs_2612
ECD_01873,HW372_09900,ECs_2613
ECD_01874,HW372_09895,ECs_2614
ECD_01875,HW372_09890,ECs_2615
ECD_01876,HW372_09885,ECs_2616
ECD_01877,HW372_09865,ECs_2650
ECD_01878,HW372_09860,ECs_2651
ECD_01879,HW372_09855,ECs_2652
ECD_01882,HW372_09620,ECs_2705
ECD_01883,HW372_09615,ECs_2706
ECD_01884,HW372_09610,ECs_2707
ECD_01885,HW372_09605,ECs_2708
ECD_01886,HW372_09600,ECs_2709
ECD_01887,HW372_09595,ECs_2710
ECD_01888,HW372_09590,ECs_2711
ECD_01889,,ECs_2712
ECD_01890,HW372_09455,ECs_2774
ECD_01891,HW372_09380,ECs_5290
ECD_01893,HW372_09365,ECs_2778
ECD_01894,HW372_09360,ECs_2779
ECD_01895,HW372_09355,ECs_2780
ECD_01896,HW372_09330,
ECD_01897,HW372_09340,ECs_2783
ECD_01898,HW372_09345,ECs_2784
ECD_01899,HW372_09210,ECs_2785
ECD_01900,HW372_09205,ECs_2786
ECD_01901,HW372_09200,ECs_2787
ECD_01902,HW372_09195,ECs_2788
ECD_01904,HW372_04325,ECs_1564
ECD_01906,HW372_20720,
ECD_01907,HW372_20715,
ECD_01908,HW372_08960,
ECD_01909,HW372_20735,ECs_1339
ECD_01910,HW372_08945,ECs_2809
ECD_01911,HW372_08940,ECs_2810
ECD_01912,HW372_08935,ECs_2811
ECD_01913,HW372_08920,ECs_2812
ECD_01914,HW372_08915,ECs_2813
ECD_01915,HW372_09770,ECs_2669
ECD_01916,HW372_09775,ECs_2668
ECD_01917,HW372_08910,ECs_2816
ECD_01918,HW372_08900,ECs_2817
ECD_01919,HW372_08895,ECs_2818
ECD_01920,HW372_08880,
ECD_01921,HW372_08875,ECs_2820
ECD_01922,HW372_08870,ECs_2821
ECD_01923,HW372_08865,ECs_2822
ECD_01924,HW372_08860,ECs_2823
ECD_01925,HW372_08855,ECs_2824
ECD_01926,HW372_08850,ECs_2825
ECD_01927,HW372_08845,ECs_2826
ECD_01928,HW372_08840,ECs_2827
ECD_01929,HW372_08835,ECs_2828
ECD_01930,HW372_08830,ECs_2829
ECD_01931,HW372_08825,ECs_2830
ECD_01932,HW372_08820,
ECD_01933,,
ECD_01936,,
ECD_01937,,
ECD_01938,,
ECD_01939,,
ECD_01940,,
ECD_01941,,
ECD_01942,,
ECD_01943,,
ECD_01944,,
ECD_01945,,
ECD_01946,,
ECD_01947,,
ECD_01948,HW372_08775,ECs_2846
ECD_01949,HW372_08770,ECs_2848
ECD_01950,HW372_08765,ECs_2849
ECD_01951,HW372_08760,ECs_2850
ECD_01952,HW372_08755,ECs_2851
ECD_01953,HW372_08750,ECs_2852
ECD_01954,HW372_08745,ECs_2853
ECD_01955,HW372_08740,ECs_2854
ECD_01956,HW372_08735,ECs_2855
ECD_01957,HW372_08730,ECs_2856
ECD_01958,HW372_08725,ECs_2857
ECD_01959,HW372_08720,ECs_2858
ECD_01960,HW372_08715,ECs_2859
ECD_01961,HW372_08710,ECs_2860
ECD_01962,HW372_08705,ECs_2861
ECD_01963,HW372_08700,ECs_2862
ECD_01964,HW372_08695,ECs_2863
ECD_01965,HW372_08690,ECs_2864
ECD_01966,HW372_08685,ECs_2865
ECD_01967,HW372_08680,ECs_2866
ECD_01968,HW372_08675,ECs_2867
ECD_01969,HW372_08665,ECs_2868
ECD_01970,HW372_08660,ECs_2871
ECD_01971,HW372_08655,ECs_2872
ECD_01972,HW372_08650,ECs_2873
ECD_01973,HW372_08645,
ECD_01974,HW372_08640,ECs_2877
ECD_01975,HW372_08635,ECs_2878
ECD_01976,HW372_08630,ECs_2879
ECD_01977,HW372_08625,ECs_2880
ECD_01978,HW372_08620,ECs_2881
ECD_01979,HW372_08605,ECs_2882
ECD_01980,HW372_08600,ECs_2883
ECD_01981,HW372_08595,ECs_2884
ECD_01982,HW372_08590,ECs_2885
ECD_01983,HW372_08585,ECs_2886
ECD_01984,HW372_08580,ECs_2887
ECD_01985,HW372_08575,ECs_2888
ECD_01986,HW372_08550,ECs_2889
ECD_02013,,
ECD_02014,HW372_08545,ECs_2891
ECD_02015,HW372_08540,ECs_2892
ECD_02017,HW372_08530,ECs_2894
ECD_02018,HW372_08525,ECs_2895
ECD_02019,HW372_08520,ECs_2896
ECD_02020,HW372_08515,ECs_2897
ECD_02021,HW372_08510,ECs_2898
ECD_02024,HW372_08505,ECs_2899
ECD_02025,HW372_08500,ECs_2900
ECD_02026,HW372_08495,ECs_2901
ECD_02027,HW372_08490,ECs_2902
ECD_02028,HW372_08485,ECs_2903
ECD_02029,HW372_08480,ECs_2904
ECD_02030,HW372_08475,ECs_2905
ECD_02031,HW372_08470,ECs_2906
ECD_02032,HW372_08465,ECs_2907
ECD_02033,,ECs_2908
ECD_02034,,
ECD_02035,,
ECD_02036,,
ECD_02037,,
ECD_02038,,
ECD_02039,,
ECD_02042,HW372_08425,ECs_2918
ECD_02043,HW372_08420,ECs_2919
ECD_02044,HW372_08415,ECs_2920
ECD_02045,HW372_08410,
ECD_02046,HW372_08405,ECs_2925
ECD_02047,,ECs_2926
ECD_02048,HW372_08395,ECs_2927
ECD_02049,HW372_08390,
ECD_02050,HW372_08385,ECs_2930
ECD_02051,HW372_08380,ECs_2931
ECD_02052,HW372_08375,ECs_2934
ECD_02053,HW372_08370,ECs_2935
ECD_02054,HW372_08365,ECs_2936
ECD_02055,HW372_08360,ECs_2937
ECD_02056,HW372_08355,ECs_3014
ECD_02057,HW372_08350,
ECD_02058,HW372_08345,ECs_3015
ECD_02059,HW372_08340,ECs_3016
ECD_02060,HW372_08335,ECs_3017
ECD_02061,HW372_08330,ECs_3018
ECD_02062,HW372_08325,ECs_3019
ECD_02063,HW372_08320,ECs_3020
ECD_02064,HW372_08315,ECs_3021
ECD_02065,HW372_08310,ECs_3022
ECD_02066,HW372_08305,ECs_3023
ECD_02067,,ECs_3024
ECD_02068,HW372_08295,ECs_3025
ECD_02069,HW372_08285,ECs_3026
ECD_02070,HW372_08280,ECs_3033
ECD_02071,HW372_08275,ECs_3034
ECD_02072,HW372_08270,ECs_3035
ECD_02073,HW372_08265,ECs_3036
ECD_02074,HW372_08260,ECs_3037
ECD_02075,HW372_08255,ECs_3038
ECD_02076,HW372_08250,ECs_3039
ECD_02077,HW372_08245,ECs_3040
ECD_02078,HW372_08240,ECs_3041
ECD_02080,HW372_08230,ECs_3043
ECD_02081,HW372_08225,ECs_3044
ECD_02082,HW372_08220,ECs_3045
ECD_02083,HW372_08215,ECs_3046
ECD_02084,HW372_08210,ECs_3047
ECD_02085,HW372_08205,ECs_3048
ECD_02086,HW372_08200,ECs_3049
ECD_02087,HW372_08195,ECs_3050
ECD_02088,HW372_08190,ECs_3051
ECD_02089,HW372_08185,ECs_3052
ECD_02090,,ECs_3053
ECD_02091,HW372_08180,ECs_3054
ECD_02092,HW372_08175,ECs_3055
ECD_02093,HW372_08170,ECs_3056
ECD_02094,HW372_08165,ECs_3057
ECD_02095,HW372_08160,ECs_3058
ECD_02096,HW372_08155,ECs_3059
ECD_02097,HW372_08150,ECs_3060
ECD_02098,HW372_08145,ECs_3061
ECD_02099,HW372_08140,ECs_3062
ECD_02100,HW372_08135,ECs_5744
ECD_02101,HW372_08130,ECs_3063
ECD_02102,HW372_08125,ECs_3064
ECD_02103,HW372_08120,ECs_3065
ECD_02104,HW372_08115,ECs_3066
ECD_02105,HW372_08110,ECs_3067
ECD_02106,HW372_08105,ECs_3068
ECD_02107,HW372_08100,ECs_3069
ECD_02108,HW372_08095,ECs_3070
ECD_02109,HW372_08090,ECs_3071
ECD_02110,HW372_08085,ECs_3072
ECD_02111,HW372_08080,ECs_3073
ECD_02112,HW372_08075,ECs_3074
ECD_02113,HW372_08070,ECs_3075
ECD_02114,HW372_08065,ECs_3076
ECD_02115,HW372_08060,ECs_3077
ECD_02116,HW372_08055,ECs_3078
ECD_02117,HW372_08050,ECs_3079
ECD_02118,HW372_08045,ECs_3080
ECD_02119,,ECs_3081
ECD_02120,HW372_07945,ECs_3082
ECD_02121,HW372_07940,ECs_3083
ECD_02122,HW372_07935,ECs_3084
ECD_02123,HW372_07930,ECs_3085
ECD_02124,HW372_07925,ECs_3086
ECD_02125,HW372_07920,ECs_3087
ECD_02126,HW372_07915,ECs_3088
ECD_02127,HW372_07910,ECs_3089
ECD_02128,HW372_07905,ECs_3090
ECD_02129,HW372_07900,ECs_3091
ECD_02130,HW372_07895,ECs_3092
ECD_02131,HW372_07890,ECs_3093
ECD_02132,HW372_07885,ECs_3094
ECD_02133,HW372_07880,ECs_3095
ECD_02134,HW372_07875,ECs_3096
ECD_02135,HW372_07870,ECs_3097
ECD_02136,HW372_07860,ECs_3098
ECD_02137,HW372_07855,ECs_3099
ECD_02138,HW372_07850,ECs_3100
ECD_02139,HW372_07845,ECs_3101
ECD_02140,HW372_07840,ECs_3102
ECD_02141,HW372_07835,ECs_3103
ECD_02142,HW372_07830,ECs_3104
ECD_02145,HW372_07815,ECs_3107
ECD_02146,HW372_07810,
ECD_02147,HW372_07805,
ECD_02148,HW372_07800,
ECD_02149,HW372_07795,
ECD_02150,HW372_07790,
ECD_02151,HW372_07785,
ECD_02152,HW372_07780,ECs_3108
ECD_02153,HW372_07775,
ECD_02154,HW372_07770,ECs_3111
ECD_02155,HW372_07765,ECs_3112
ECD_02156,HW372_07760,ECs_3113
ECD_02157,HW372_07755,ECs_3114
ECD_02158,HW372_07750,ECs_3115
ECD_02159,HW372_07745,ECs_3116
ECD_02160,HW372_07740,ECs_3117
ECD_02161,HW372_07735,ECs_3118
ECD_02162,HW372_07730,ECs_3119
ECD_02163,HW372_07725,ECs_3120
ECD_02164,,ECs_3122
ECD_02165,HW372_07720,ECs_3124
ECD_02166,HW372_07715,ECs_3125
ECD_02167,HW372_07710,ECs_3126
ECD_02168,HW372_07705,ECs_3127
ECD_02169,HW372_07700,ECs_3128
ECD_02170,HW372_07695,ECs_3129
ECD_02171,HW372_07690,ECs_3130
ECD_02172,HW372_07685,
ECD_02173,HW372_07680,ECs_3135
ECD_02174,HW372_07675,ECs_3136
ECD_02175,HW372_07670,ECs_3137
ECD_02176,HW372_07665,ECs_3138
ECD_02177,HW372_07660,ECs_3139
ECD_02178,HW372_07655,ECs_3140
ECD_02179,HW372_07650,ECs_3141
ECD_02180,HW372_07645,ECs_3142
ECD_02181,HW372_07640,ECs_3143
ECD_02182,HW372_07635,ECs_3144
ECD_02183,HW372_07630,ECs_3145
ECD_02184,HW372_07625,ECs_5486
ECD_02185,HW372_07620,ECs_3146
ECD_02186,HW372_07615,ECs_3147
ECD_02187,HW372_07610,ECs_3148
ECD_02188,HW372_07605,ECs_3149
ECD_02189,HW372_07600,ECs_3150
ECD_02190,HW372_07595,ECs_3151
ECD_02191,HW372_07590,ECs_3152
ECD_02192,HW372_07585,ECs_3153
ECD_02193,HW372_07580,ECs_3154
ECD_02194,HW372_07575,ECs_3155
ECD_02195,HW372_07570,ECs_3156
ECD_02196,,ECs_3157
ECD_02198,HW372_07555,ECs_3159
ECD_02199,,
ECD_02200,,
ECD_02201,HW372_07550,ECs_3160
ECD_02202,HW372_07545,ECs_3161
ECD_02203,HW372_07540,ECs_3162
ECD_02204,HW372_07535,ECs_3163
ECD_02205,HW372_07530,ECs_3164
ECD_02206,HW372_07525,ECs_3165
ECD_02207,HW372_07520,ECs_3166
ECD_02208,HW372_07515,ECs_3167
ECD_02209,HW372_07510,ECs_3168
ECD_02210,HW372_07505,ECs_3169
ECD_02211,HW372_07500,ECs_3170
ECD_02212,HW372_07495,ECs_3171
ECD_02213,HW372_07490,ECs_3172
ECD_02214,HW372_07485,ECs_3173
ECD_02215,HW372_07480,ECs_3174
ECD_02216,HW372_07475,ECs_3175
ECD_02217,HW372_07470,ECs_3176
ECD_02218,HW372_07465,ECs_3177
ECD_02219,HW372_07460,ECs_3178
ECD_02220,HW372_07455,ECs_3179
ECD_02221,HW372_07450,ECs_3180
ECD_02222,HW372_07445,ECs_3181
ECD_02223,HW372_07440,ECs_3182
ECD_02224,HW372_07435,ECs_3183
ECD_02225,HW372_07430,ECs_3184
ECD_02226,HW372_07425,ECs_3185
ECD_02227,HW372_07420,ECs_3186
ECD_02228,HW372_07415,ECs_3187
ECD_02229,HW372_07410,ECs_3188
ECD_02230,,ECs_3189
ECD_02231,HW372_07405,ECs_3190
ECD_02232,HW372_07400,ECs_3191
ECD_02233,HW372_07395,ECs_3192
ECD_02234,HW372_07390,ECs_3193
ECD_02235,,ECs_3194
ECD_02236,HW372_07380,ECs_3195
ECD_02237,HW372_07375,ECs_3196
ECD_02238,HW372_07370,ECs_3197
ECD_02239,HW372_07365,ECs_3198
ECD_02240,HW372_07360,ECs_3199
ECD_02241,HW372_07355,ECs_3200
ECD_02242,HW372_07350,ECs_3201
ECD_02243,HW372_07345,ECs_3202
ECD_02244,HW372_07340,ECs_3203
ECD_02245,HW372_07335,ECs_3204
ECD_02246,HW372_07330,ECs_3205
ECD_02247,HW372_07325,ECs_3206
ECD_02248,HW372_07320,ECs_3207
ECD_02249,HW372_07315,ECs_3208
ECD_02250,HW372_07310,ECs_3209
ECD_02251,HW372_07305,ECs_3210
ECD_02252,HW372_07300,ECs_3211
ECD_02253,HW372_07295,ECs_3212
ECD_02254,HW372_07290,ECs_3213
ECD_02255,HW372_07285,ECs_3214
ECD_02256,HW372_07280,ECs_3215
ECD_02257,HW372_07275,ECs_3216
ECD_02258,HW372_07270,ECs_3217
ECD_02259,HW372_07265,ECs_3218
ECD_02260,HW372_07260,ECs_3219
ECD_02261,HW372_07255,ECs_3220
ECD_02262,HW372_07250,ECs_3221
ECD_02263,HW372_07245,ECs_3222
ECD_02264,HW372_07240,ECs_3223
ECD_02265,HW372_07235,ECs_3224
ECD_02266,HW372_07230,ECs_3225
ECD_02267,HW372_07225,ECs_3226
ECD_02268,HW372_07220,ECs_3227
ECD_02272,HW372_07215,ECs_3229
ECD_02273,HW372_07210,ECs_3230
ECD_02274,HW372_07175,
ECD_02275,HW372_07170,
ECD_02276,HW372_07165,ECs_3245
ECD_02277,HW372_07160,ECs_3246
ECD_02278,HW372_07155,ECs_3247
ECD_02279,HW372_07150,ECs_3248
ECD_02280,HW372_07145,ECs_3249
ECD_02281,HW372_07140,
ECD_02282,HW372_07135,ECs_3252
ECD_02283,HW372_07130,ECs_3253
ECD_02284,HW372_07125,ECs_3254
ECD_02285,HW372_07120,ECs_3255
ECD_02286,HW372_07115,ECs_3256
ECD_02287,HW372_07110,ECs_3257
ECD_02288,HW372_07105,ECs_3258
ECD_02289,HW372_07095,ECs_3259
ECD_02290,HW372_07090,ECs_3260
ECD_02291,HW372_07085,ECs_3261
ECD_02292,HW372_07080,ECs_3262
ECD_02293,HW372_07075,ECs_3263
ECD_02294,HW372_07070,ECs_3264
ECD_02295,HW372_07065,ECs_3265
ECD_02296,HW372_07060,ECs_3266
ECD_02297,HW372_07055,ECs_3267
ECD_02298,HW372_07050,ECs_3268
ECD_02299,HW372_07045,ECs_3269
ECD_02300,HW372_07040,ECs_3270
ECD_02301,HW372_07035,ECs_3271
ECD_02302,HW372_07030,ECs_3272
ECD_02303,HW372_07025,ECs_3273
ECD_02304,HW372_07010,ECs_3274
ECD_02305,HW372_07005,ECs_3275
ECD_02306,HW372_07000,ECs_3278
ECD_02307,,ECs_3279
ECD_02308,HW372_06950,ECs_0796
ECD_02309,HW372_06945,ECs_3282
ECD_02310,HW372_06940,ECs_5748
ECD_02311,HW372_06935,ECs_3283
ECD_02312,HW372_06930,ECs_3284
ECD_02313,HW372_06925,ECs_3285
ECD_02314,HW372_06920,ECs_3286
